   SAO	 m(phot)	 m(vis)	 dup&var	 RA(deg)	 DEC(deg)	 RAchange(deg/yr)	 DECchange(deg/yr)
136389	 99.90	 6.00		 0	 133.57471038	 -5.43446022	 -0.00011718	 0.00000861
136511	 99.90	 5.80		 0	 135.49162331	 -0.48265294	 -0.00001386	 0.00001944
136604	 99.90	 5.50		 0	 137.17568667	 -8.58967518	 -0.00000630	 -0.00000222
136622	 99.90	 5.70		 0	 137.39814907	 -8.78777541	 -0.00000546	 -0.00000278
136662	 99.90	 6.00		 0	 138.10858261	 -7.10978311	 -0.00000462	 0.00000528
136725	 99.90	 5.40		 0	 139.17388285	 -6.35311644	 0.00000588	 0.00000167
136728	 99.90	 5.50		 0	 139.17228315	 -8.74471704	 -0.00000588	 0.00000111
136768	 99.90	 5.00		 2	 140.12095034	 -9.55577003	 -0.00000378	 -0.00000806
136832	 99.90	 5.80		 0	 141.35016698	 -5.11752392	 -0.00000336	 -0.00000306
136871	 99.90	 2.20		 0	 141.89694252	 -8.65866162	 -0.00000336	 0.00000917
136872	 99.90	 5.40		 0	 141.94507558	 -6.07113000	 -0.00006300	 -0.00002055
136895	 99.90	 4.80		 0	 142.28706733	 -2.76895074	 0.00003612	 -0.00000417
136899	 99.90	 6.00		 0	 142.35200926	 -2.20532279	 -0.00001302	 -0.00000083
136932	 99.90	 4.50		 0	 142.99560954	 -1.18488115	 -0.00000336	 -0.00000306
136964	 99.90	 5.70		 0	 143.63600126	 -5.91484368	 0.00000210	 -0.00001500
137035	 99.90	 4.10		 0	 144.96408926	 -1.14290854	 0.00001386	 -0.00001833
137183	 99.90	 6.00		 0	 147.80849055	 -4.24337393	 0.00000378	 -0.00000778
137199	 99.90	 5.20		 2	 148.12692399	 -8.10489198	 -0.00001554	 -0.00001111
137366	 99.90	 4.50		 0	 151.98455452	 -0.37167213	 -0.00000420	 -0.00000278
137395	 99.90	 5.80		 0	 152.73261306	 -8.41843064	 -0.00000168	 -0.00001222
137469	 99.90	 5.40		 0	 154.40755952	 -8.06892512	 -0.00004494	 0.00000111
137557	 99.90	 5.90		 0	 156.43430162	 -7.06011109	 -0.00003948	 0.00003389
137600	 99.90	 5.20		 0	 157.36965211	 -2.73912312	 -0.00001344	 -0.00000389
137608	 99.90	 5.00		 0	 157.57293131	 -0.63701127	 -0.00001092	 -0.00000611
137815	 99.90	 6.00		 0	 162.43135789	 -9.85289230	 0.00000252	 -0.00001028
137823	 99.90	 5.80		 0	 162.57529583	 -8.89773121	 -0.00000126	 -0.00000361
137871	 99.90	 5.70		 0	 163.43214592	 -2.12925345	 -0.00002352	 0.00000361
137947	 99.90	 5.00		 0	 165.45716742	 -2.48454241	 0.00000462	 -0.00000944
138102	 99.90	 4.60		 0	 169.16548567	 -3.65164583	 -0.00003066	 -0.00001000
138106	 99.90	 6.00		 2	 169.24239382	 -7.13513593	 -0.00000252	 -0.00000194
138238	 99.90	 5.10		 0	 172.57877811	 -3.00350370	 0.00000546	 -0.00000444
138296	 99.90	 4.80		 0	 174.17050814	 -9.80225656	 -0.00001764	 0.00000250
138298	 99.90	 4.50		 0	 174.23731619	 -0.82380016	 0.00000126	 0.00001167
138445	 99.90	 5.80		 0	 177.75945517	 -5.33340475	 0.00000168	 -0.00000028
138710	 99.90	 5.90		 0	 184.66787850	 -0.78719444	 0.00000798	 -0.00000444
138721	 99.90	 4.00		 0	 184.97659113	 -0.66680279	 -0.00001722	 -0.00000500
138798	 99.90	 6.00		 0	 186.96491697	 -4.61543509	 -0.00002436	 -0.00000028
138845	 99.90	 5.40		 0	 188.44490472	 -9.45192254	 -0.00002268	 0.00000194
138873	 99.90	 5.90		 0	 189.19735499	 -5.83186847	 -0.00000798	 -0.00000472
138892	 99.90	 4.80		 0	 189.81165134	 -7.99564722	 -0.00002100	 -0.00000722
138917	 99.90	 2.90		 1	 190.41505977	 -1.44936430	 -0.00015834	 0.00000333
139033	 99.90	 4.90		 0	 193.58826504	 -9.53894512	 -0.00000672	 -0.00000389
139086	 99.90	 5.90		 0	 194.91475735	 -3.81194572	 -0.00001050	 0.00000194
139175	 99.90	 5.70		 0	 197.13542911	 -8.98433094	 -0.00000924	 -0.00001694
139189	 99.90	 4.50		 0	 197.48759144	 -5.53899068	 -0.00000882	 -0.00000889
139308	 99.90	 5.90		 0	 200.82882581	 -4.92439066	 -0.00000504	 -0.00000417
139324	 99.90	 5.80		 0	 201.13860930	 -5.16394612	 0.00004452	 -0.00000833
139337	 99.90	 6.00		 0	 201.54765147	 -1.19249462	 -0.00003108	 0.00000111
139390	 99.90	 4.80		 0	 202.99140593	 -6.25575770	 -0.00002814	 -0.00001167
139401	 99.90	 5.40		 0	 203.24209740	 -10.16497851	 -0.00000840	 -0.00001000
139403	 99.90	 6.00		 4	 203.25286042	 -7.19504728	 0.00001428	 -0.00000139
139420	 99.90	 3.40		 0	 203.67337722	 -0.59601956	 -0.00007938	 0.00001083
139428	 99.90	 5.80		 0	 203.88048549	 -5.39622387	 0.00000462	 0.00002333
139490	 99.90	 5.20		 0	 205.40326519	 -8.70303951	 -0.00002730	 0.00001111
139613	 99.90	 5.30		 0	 208.67588268	 -1.50324756	 -0.00002226	 -0.00000694
139736	 99.90	 5.50		 0	 211.67856304	 -9.31336468	 -0.00003948	 0.00000306
139798	 99.90	 5.80		 0	 213.41999325	 -0.84555881	 0.00005796	 -0.00003917
139824	 99.90	 4.20		 0	 214.00389303	 -6.00045793	 -0.00000126	 -0.00011889
139830	 99.90	 6.00		 0	 214.12569302	 -3.19650690	 -0.00000714	 -0.00001056
139866	 99.90	 5.20		 0	 214.88545194	 -2.26544786	 -0.00003276	 -0.00001917
139951	 99.90	 5.00		 0	 217.05070262	 -2.22795349	 -0.00003864	 -0.00000056
139957	 99.90	 5.70		 0	 217.17392354	 -6.90056349	 -0.00000504	 -0.00001528
140090	 99.90	 4.00		 0	 220.76520366	 -5.65823241	 0.00003066	 -0.00008805
140176	 99.90	 5.00		 0	 222.75437976	 -2.29908679	 0.00002352	 -0.00003417
140240	 99.90	 4.60		 0	 224.29579664	 -4.34651554	 -0.00002814	 -0.00004305
140256	 99.90	 6.00		 2	 224.72005542	 -4.98910742	 -0.00010038	 -0.00002694
140270	 99.90	 5.40		 4	 225.24321822	 -8.51896701	 -0.00001806	 -0.00000139
140276	 99.90	 5.70		 0	 225.33274749	 -2.75489551	 0.00000924	 -0.00000556
140430	 99.90	 2.70		 0	 229.25187360	 -9.38292808	 -0.00002688	 -0.00000528
140444	 99.90	 6.00		 0	 229.60936100	 -0.46152798	 0.00000168	 -0.00000194
140474	 99.90	 5.60		 0	 230.28186129	 -5.82500787	 -0.00001428	 -0.00000417
140596	 99.90	 5.80		 0	 233.24166262	 -1.18624766	 -0.00000294	 -0.00001000
140609	 99.90	 4.80		 0	 233.54465427	 -10.06459226	 0.00008736	 -0.00006528
140614	 99.90	 5.10		 0	 233.61085842	 -9.18327571	 -0.00000462	 -0.00000639
140740	 99.90	 5.40		 0	 236.52343026	 -1.80436736	 -0.00000756	 -0.00001028
140775	 99.90	 5.60		 0	 237.23661400	 -3.81847916	 -0.00000924	 0.00000250
140787	 99.90	 3.60		 0	 237.40516850	 -3.43026230	 -0.00002436	 -0.00000722
140801	 99.90	 5.20		 0	 237.81503916	 -3.09055379	 -0.00002436	 -0.00000750
140897	 99.90	 5.50		 0	 240.19856908	 -8.41141420	 -0.00000420	 -0.00000389
141001	 99.90	 5.40		 0	 242.46041991	 -3.46681817	 -0.00000840	 -0.00000194
141022	 99.90	 4.90		 0	 243.00007873	 -10.06421755	 -0.00000168	 -0.00000361
141024	 99.90	 5.50		 0	 243.03041629	 -8.54755876	 0.00001176	 0.00000083
141052	 99.90	 3.00		 0	 243.58650354	 -3.69431515	 -0.00001260	 -0.00003972
141066	 99.90	 5.60		 0	 243.90536211	 -8.36957795	 0.00006636	 -0.00013916
141086	 99.90	 3.30		 0	 244.58043326	 -4.69247961	 0.00002352	 0.00001167
141186	 99.90	 5.50		 0	 246.93151771	 -7.59799718	 0.00000378	 -0.00004305
141187	 99.90	 4.70		 0	 246.95100516	 -8.37172540	 -0.00002100	 0.00000278
141269	 99.90	 5.90		 0	 249.08948094	 -2.32463958	 0.00012852	 -0.00008639
141284	 99.90	 6.00		 0	 249.50670151	 -6.53787477	 -0.00000042	 -0.00000111
141431	 99.90	 5.40		 0	 253.64876157	 -6.15388004	 -0.00000966	 -0.00000500
141483	 99.90	 5.00		 0	 255.26501650	 -4.22261566	 -0.00001218	 -0.00002055
141513	 99.90	 5.60		 0	 256.38443319	 -0.89213342	 0.00000084	 -0.00000028
141528	 99.90	 6.00		 2	 257.05683378	 -1.07935604	 -0.00000546	 -0.00000944
141586	 99.90	 4.80		 2	 259.15303844	 -0.44518607	 -0.00000630	 -0.00001833
141665	 99.90	 4.60		 0	 261.65792258	 -5.08661856	 -0.00002604	 -0.00001222
141702	 99.90	 5.30		 2	 262.59945644	 -1.06259186	 -0.00003276	 -0.00004722
141730	 99.90	 5.70		 0	 263.37436093	 -5.74495475	 -0.00001218	 -0.00002750
141772	 99.90	 4.60		 0	 264.46143186	 -8.11885038	 -0.00000252	 -0.00000639
141979	 99.90	 5.60		 0	 269.19888810	 -4.08190405	 -0.00000336	 -0.00000222
142004	 99.90	 3.50		 0	 269.75679621	 -9.77366997	 -0.00000126	 -0.00003250
142012	 99.90	 6.00		 0	 269.90294633	 -4.82130463	 -0.00000420	 -0.00002583
142025	 99.90	 4.60		 0	 270.12076720	 -3.69026549	 0.00004116	 -0.00001250
142050	 99.90	 4.90		 2	 270.77077201	 -8.18039180	 0.00000798	 -0.00001028
142083	 99.90	 5.80		 0	 271.53122192	 -8.32395846	 0.00000168	 -0.00000444
142085	 99.90	 5.90		 0	 271.56329268	 -4.75127140	 0.00003948	 -0.00000889
142241	 99.90	 3.40		 0	 275.32757746	 -2.89880079	 -0.00015372	 -0.00019444
142267	 99.90	 4.80		 0	 275.91484852	 -8.93428364	 0.00001260	 0.00001278
142348	 99.90	 5.40		 0	 277.42088696	 -1.98531208	 0.00000924	 -0.00000917
142372	 99.90	 5.80		 0	 277.98758711	 -1.00303918	 0.00000294	 -0.00000167
142408	 99.90	 4.10		 0	 278.80193690	 -8.24403368	 -0.00000420	 -0.00008639
142444	 99.90	 5.80		 0	 279.39982488	 -0.30948040	 0.00000336	 -0.00000583
142515	 99.90	 4.70		 4	 280.56857555	 -9.05255592	 0.00000252	 0.00000056
142546	 99.90	 5.10		 0	 280.88039648	 -8.27522265	 0.00000672	 0.00000222
142606	 99.90	 5.70		 2	 281.61904247	 -0.96163896	 0.00000378	 -0.00000611
142618	 99.90	 4.50		 0	 281.79377175	 -4.74789038	 -0.00000126	 -0.00000472
142620	 99.90	 4.50		 4	 281.87078418	 -5.70509120	 -0.00001176	 -0.00000778
142692	 99.90	 5.90		 0	 282.74371376	 -9.77413980	 0.00000042	 -0.00000056
142706	 99.90	 6.00		 0	 282.84238458	 -3.31799863	 0.00000000	 -0.00000694
142838	 99.90	 5.00		 0	 284.26547646	 -5.84618555	 0.00001848	 -0.00001000
142931	 99.90	 4.10		 0	 285.42025612	 -5.73900745	 -0.00000546	 -0.00000917
142959	 99.90	 5.50		 0	 285.72731463	 -3.69900138	 0.00000630	 0.00000194
142996	 99.90	 5.50		 2	 286.24026903	 -4.03147630	 0.00000546	 -0.00000750
143021	 99.90	 3.50		 0	 286.56234419	 -4.88250457	 -0.00000504	 -0.00002444
143134	 99.90	 5.40		 0	 288.16976124	 -7.93953917	 0.00000462	 -0.00000194
143286	 99.90	 5.10		 0	 290.13720390	 -5.41574913	 0.00003234	 0.00001333
143292	 99.90	 5.50		 0	 290.14875817	 -0.89211394	 0.00000168	 0.00000167
143324	 99.90	 6.00		 0	 290.58967056	 -0.25242524	 0.00001470	 -0.00000722
143482	 99.90	 5.20		 0	 292.66605889	 -2.78882035	 0.00000588	 -0.00000194
143597	 99.90	 4.30		 2	 294.18051351	 -1.28649755	 0.00000126	 -0.00000500
143600	 99.90	 5.00		 0	 294.22286370	 -7.02752468	 0.00000084	 -0.00000111
143621	 99.90	 5.50		 0	 294.44722202	 -4.64758491	 0.00002982	 -0.00001417
143678	 99.90	 5.50		 2	 295.18066784	 -0.62125320	 0.00000504	 0.00000417
143883	 99.90	 5.60		 0	 298.32820689	 -3.11444843	 0.00000672	 0.00000417
143894	 99.90	 6.00		 0	 298.53445687	 -8.57425860	 0.00000126	 -0.00000528
143898	 99.90	 5.80		 2	 298.65696904	 -8.22724487	 0.00000252	 -0.00000694
144045	 99.90	 5.80		 0	 301.09672848	 -0.70930883	 0.00000084	 -0.00003278
144095	 99.90	 6.00		 0	 302.00765779	 -0.67824476	 0.00003234	 -0.00001944
144150	 99.90	 3.40		 0	 302.82630821	 -0.82146421	 0.00001092	 0.00000139
144181	 99.90	 5.60		 0	 303.30787940	 -1.00934229	 0.00000630	 -0.00000778
144468	 99.90	 6.00		 0	 307.10368490	 -3.35774817	 0.00000630	 -0.00000417
144495	 99.90	 5.10		 0	 307.41261010	 -2.88547894	 0.00002016	 -0.00000528
144624	 99.90	 5.20		 0	 309.18181904	 -2.54959836	 0.00000210	 -0.00000111
144649	 99.90	 4.50		 2	 309.58451913	 -1.10521421	 0.00000420	 -0.00000611
144810	 99.90	 3.80		 0	 311.91913677	 -9.49574237	 0.00001008	 -0.00000917
144814	 99.90	 4.60		 0	 311.93444048	 -5.02770760	 0.00000042	 -0.00001083
144877	 99.90	 6.00		 2	 312.85737039	 -5.62649626	 0.00002772	 -0.00000028
144889	 99.90	 5.50		 0	 313.03627423	 -5.50689644	 0.00000042	 0.00000028
144895	 99.90	 4.80		 0	 313.16360384	 -8.98330306	 0.00001260	 -0.00000833
144968	 99.90	 5.70		 2	 314.22526235	 -9.69751182	 -0.00000084	 -0.00000278
145065	 99.90	 5.90		 2	 316.01988369	 -5.82305752	 0.00000504	 -0.00000250
145278	 99.90	 5.70		 0	 319.54630611	 -4.51940447	 0.00000420	 0.00000472
145317	 99.90	 6.00		 0	 320.26806016	 -4.56009595	 -0.00000336	 0.00000306
145382	 99.90	 5.80		 0	 321.30462311	 -9.74861452	 0.00000714	 -0.00004750
145384	 99.90	 5.70		 0	 321.32070260	 -3.55690665	 -0.00000378	 -0.00002055
145457	 99.90	 3.10		 0	 322.88988617	 -5.57118805	 0.00000630	 -0.00000222
145510	 99.90	 5.90		 0	 323.82364098	 -3.98315417	 -0.00000126	 0.00000028
145537	 99.90	 4.80		 0	 324.43808286	 -7.85423603	 0.00003276	 -0.00000694
145637	 99.90	 5.30		 0	 326.25132075	 -9.08252563	 0.00000588	 -0.00000139
145731	 99.90	 5.90		 0	 328.54335500	 -4.27608754	 0.00001596	 -0.00002583
145836	 99.90	 5.60		 0	 330.81863940	 -6.52247996	 0.00001260	 0.00000167
145837	 99.90	 4.70		 0	 330.82847251	 -2.15541185	 0.00000546	 -0.00000389
145853	 99.90	 5.20		 0	 331.19778118	 -0.90654733	 -0.00000420	 -0.00001444
145862	 99.90	 3.20		 0	 331.44608915	 -0.31982802	 0.00000546	 -0.00000250
145991	 99.90	 4.30		 0	 334.20859468	 -7.78331415	 0.00003402	 -0.00000611
145993	 99.90	 5.80		 0	 334.27744475	 -5.38708232	 0.00000168	 0.00000583
146023	 99.90	 5.40		 0	 335.04979042	 -7.82116375	 0.00000462	 -0.00000028
146044	 99.90	 4.00		 0	 335.41418655	 -1.38732555	 0.00003696	 0.00000194
146067	 99.90	 5.90		 2	 336.02891204	 -4.83686560	 0.00000924	 -0.00000111
146107	 99.90	 4.60		 2	 337.20722481	 -0.02028615	 0.00005082	 0.00000250
146108	 99.90	 4.40		 2	 337.20867496	 -0.02005009	 0.00005880	 0.00001167
146160	 99.90	 5.90		 0	 338.51202091	 -1.57430065	 0.00001008	 -0.00001111
146181	 99.90	 4.10		 0	 338.83922119	 -0.11748618	 0.00002562	 -0.00001556
146210	 99.90	 5.30		 0	 339.43922567	 -4.22802381	 -0.00001890	 -0.00003305
146362	 99.90	 3.80		 0	 343.15368946	 -7.57965852	 0.00000294	 0.00000972
146388	 99.90	 5.90		 2	 343.79588543	 -4.98778216	 0.00000966	 -0.00000139
146498	 99.90	 5.60		 2	 346.29096969	 -7.69373904	 0.00003654	 0.00000306
146585	 99.90	 4.40		 0	 348.58077457	 -6.04900752	 0.00001134	 -0.00005444
146593	 99.90	 5.50		 0	 348.89281208	 -3.49638739	 -0.00000336	 -0.00000083
146598	 99.90	 4.50		 0	 348.97306631	 -9.08771720	 0.00010542	 -0.00000417
146612	 99.90	 5.10		 0	 349.21240003	 -7.72654719	 -0.00000462	 -0.00000417
146620	 99.90	 4.60		 0	 349.47606270	 -9.18246727	 0.00000588	 -0.00000333
146635	 99.90	 5.20		 0	 349.74049599	 -9.61067545	 0.00001344	 0.00000000
146639	 99.90	 5.70		 2	 349.84997910	 -5.12439655	 0.00005670	 -0.00000556
146780	 99.90	 6.00		 0	 353.53768919	 -1.24753354	 0.00003024	 -0.00000333
146915	 99.90	 5.60		 0	 356.98571950	 -2.76160943	 0.00002688	 0.00000139
146953	 99.90	 6.00		 0	 358.21067391	 -8.99661975	 0.00001806	 -0.00000583
146973	 99.90	 6.00		 0	 358.69426593	 0.10938628	 -0.00001218	 -0.00000333
147008	 99.90	 5.10		 0	 359.66855752	 -3.55602372	 -0.00001302	 -0.00002028
147041	 99.90	 5.10		 0	 0.45595024	 -3.02750090	 0.00000462	 -0.00000250
147042	 99.90	 4.70		 0	 0.49016671	 -6.01406625	 0.00001470	 -0.00001111
147059	 99.90	 4.60		 0	 0.93498781	 -17.33597302	 0.00000798	 -0.00000222
147064	 99.90	 5.80		 0	 1.08212973	 -16.52902814	 0.00001134	 -0.00001639
147066	 99.90	 5.20		 0	 1.12544650	 -10.50952050	 -0.00000126	 -0.00000278
147127	 99.90	 5.90		 0	 2.67868407	 -12.57988762	 0.00004536	 -0.00001028
147133	 99.90	 5.00		 0	 2.81618425	 -15.46794716	 -0.00002268	 -0.00007444
147144	 99.90	 5.50		 0	 3.04158880	 -17.93835929	 0.00001638	 -0.00000861
147169	 99.90	 4.70		 0	 3.66011816	 -18.93269008	 -0.00000714	 -0.00001861
147420	 99.90	 2.20		 0	 10.89743312	 -17.98663157	 0.00006930	 0.00000889
147423	 99.90	 4.90		 0	 11.04747879	 -10.60951485	 -0.00000252	 -0.00003083
147451	 99.90	 5.90		 0	 11.93031253	 -18.06151202	 0.00001260	 0.00000861
147464	 99.90	 5.80		 2	 12.35672506	 -13.56112174	 0.00003024	 -0.00002667
147470	 99.90	 5.20		 0	 12.53165029	 -10.64425673	 -0.00006426	 -0.00006278
147519	 99.90	 5.50		 0	 14.00636740	 -11.26656819	 -0.00000588	 -0.00000222
147546	 99.90	 5.80		 0	 14.68273000	 -11.38010383	 -0.00000966	 -0.00000528
147606	 99.90	 5.60		 0	 16.52138946	 -9.83938424	 0.00000840	 0.00000111
147622	 99.90	 5.90		 0	 16.94258922	 -9.78553421	 0.00004326	 0.00000500
147632	 99.90	 3.60		 0	 17.14751052	 -10.18222054	 0.00006216	 -0.00003805
147803	 99.90	 5.20		 0	 21.40503708	 -14.59886613	 0.00001134	 -0.00000500
147812	 99.90	 5.70		 0	 21.71494548	 -13.05659383	 0.00000504	 0.00000194
147886	 99.90	 5.60		 0	 23.65735446	 -15.67620823	 0.00002772	 0.00000083
147901	 99.90	 5.50		 0	 23.99561683	 -15.40007800	 0.00000504	 0.00000472
147962	 99.90	 5.80		 2	 25.43644234	 -11.32461800	 0.00001218	 -0.00011444
147986	 99.90	 3.60		 0	 26.01716735	 -15.93740030	 -0.00049896	 0.00023860
148036	 99.90	 4.80		 0	 27.39626408	 -10.68643446	 -0.00004158	 -0.00002583
148059	 99.90	 3.90		 0	 27.86516833	 -10.33505651	 0.00001134	 -0.00001083
148078	 99.90	 5.70		 0	 28.21706824	 -16.92918659	 0.00001218	 -0.00001333
148170	 99.90	 5.90		 0	 30.74386516	 -15.30617476	 0.00000672	 0.00000056
148354	 99.90	 5.60		 0	 35.50595860	 -10.77765969	 0.00003990	 -0.00002361
148356	 99.90	 6.00		 0	 35.52084576	 -17.66223135	 0.00000378	 -0.00001667
148385	 99.90	 4.90		 0	 36.48749638	 -12.29048195	 -0.00000336	 -0.00000250
148386	 99.90	 5.80		 2	 36.50113393	 -15.34108051	 -0.00001680	 -0.00001306
148445	 99.90	 4.80		 0	 38.02180915	 -15.24460527	 -0.00002058	 -0.00003305
148528	 99.90	 5.00		 0	 39.89090185	 -11.87214010	 0.00004200	 -0.00006583
148550	 99.90	 6.00		 0	 40.39161443	 -14.54955221	 -0.00000924	 0.00001167
148575	 99.90	 4.40		 0	 41.03069809	 -13.85871040	 -0.00000168	 -0.00000417
148584	 99.90	 4.60		 0	 41.27569378	 -18.57246222	 0.00009744	 0.00001056
148721	 99.90	 6.00		 0	 45.48390356	 -9.96166723	 0.00001386	 -0.00000361
148897	 99.90	 5.80		 0	 49.67171375	 -18.55959530	 0.00004032	 -0.00001500
148972	 99.90	 5.90		 0	 52.00402294	 -11.28667615	 0.00000042	 -0.00001361
148985	 99.90	 5.60		 0	 52.40023543	 -12.67481015	 0.00000336	 0.00000056
149057	 99.90	 5.70		 0	 53.99040243	 -11.19363465	 0.00000882	 0.00002333
149063	 99.90	 5.30		 0	 54.07244830	 -17.46704805	 0.00000756	 -0.00000250
149132	 99.90	 5.70		 0	 55.89079067	 -10.48564248	 -0.00000420	 -0.00000472
149158	 99.90	 4.60		 0	 56.53529107	 -12.10167396	 0.00001386	 0.00001611
149251	 99.90	 5.90		 0	 58.81780047	 -12.09921539	 -0.00001596	 -0.00001111
149283	 99.90	 3.20		 0	 59.50740871	 -13.50851617	 0.00001806	 -0.00003083
149299	 99.90	 5.90		 0	 59.87523801	 -12.57428810	 -0.00000336	 -0.00000889
149351	 99.90	 5.70		 0	 61.09448003	 -12.79236852	 0.00000294	 0.00000361
149412	 99.90	 5.50		 0	 62.32433495	 -16.38580583	 0.00000042	 0.00000139
149478	 99.90	 5.10		 2	 63.59870584	 -10.25630630	 -0.00000252	 -0.00004500
149674	 99.90	 5.50		 0	 67.27894513	 -13.04852143	 0.00000126	 -0.00000167
149781	 99.90	 4.00		 0	 69.54510804	 -14.30405518	 -0.00002142	 -0.00004472
149789	 99.90	 5.00		 0	 69.72338335	 -12.12302122	 -0.00001512	 -0.00000306
149797	 99.90	 5.60		 0	 69.83211245	 -14.35929120	 0.00003528	 -0.00003528
149818	 99.90	 4.50		 2	 70.11039987	 -19.67157672	 0.00000630	 -0.00002667
149856	 99.90	 5.70		 0	 71.03341687	 -18.66630644	 0.00001806	 -0.00000194
149888	 99.90	 5.60		 0	 71.90127578	 -16.93441712	 0.00003906	 0.00004722
149901	 99.90	 6.00		 0	 72.13543397	 -16.32955567	 0.00000126	 0.00001000
149924	 99.90	 5.20		 0	 72.54830522	 -16.21715850	 0.00001218	 0.00001500
149985	 99.90	 5.80		 0	 73.77846380	 -16.74044219	 0.00000252	 0.00000028
149988	 99.90	 5.80		 0	 73.82760985	 -16.41777001	 0.00000210	 0.00001250
150029	 99.90	 5.90		 0	 74.43651810	 -14.23131873	 0.00000294	 0.00000306
150052	 99.90	 5.50		 2	 74.75536865	 -16.37574182	 -0.00004116	 0.00004111
150058	 99.90	 6.00		 4	 74.90199777	 -14.80569710	 0.00000630	 0.00000556
150060	 99.90	 5.70		 0	 74.96038907	 -10.26333420	 0.00000756	 -0.00003750
150064	 99.90	 4.90		 0	 74.98237690	 -12.53754316	 0.00001260	 -0.00002528
150206	 99.90	 5.90		 0	 77.84519478	 -11.84915991	 0.00000798	 0.00001556
150223	 99.90	 4.50		 2	 78.07455732	 -11.86904040	 0.00000798	 -0.00000417
150237	 99.90	 3.30		 0	 78.23280717	 -16.20555840	 0.00001134	 -0.00000750
150239	 99.90	 4.50		 2	 78.30784462	 -12.94152381	 -0.00000378	 -0.00000250
150304	 99.90	 5.70		 0	 79.41754509	 -13.51977423	 -0.00000336	 -0.00001278
150326	 99.90	 5.90		 0	 79.71019083	 -18.13013979	 0.00011256	 0.00001611
150340	 99.90	 4.30		 0	 79.89380382	 -13.17677407	 -0.00000084	 -0.00000056
150345	 99.90	 5.30		 0	 79.99610375	 -12.31555173	 -0.00000168	 0.00000250
150396	 99.90	 5.20		 0	 80.87568710	 -13.92719950	 0.00000084	 0.00000111
150416	 99.90	 5.70		 0	 81.11827465	 -16.97610612	 0.00000420	 -0.00000750
150420	 99.90	 5.90		 0	 81.25669558	 -10.32906222	 -0.00000504	 -0.00000611
150442	 99.90	 5.80		 2	 81.49931636	 -19.69550688	 0.00000126	 -0.00000611
150547	 99.90	 2.70		 0	 83.18252544	 -17.82229518	 0.00000000	 0.00000056
150617	 99.90	 6.00		 0	 84.28655535	 -11.77582644	 0.00000588	 -0.00000917
150739	 99.90	 5.80		 0	 85.84015159	 -18.55756245	 0.00000462	 -0.00000417
150801	 99.90	 3.70		 0	 86.73888492	 -14.82201093	 -0.00000462	 -0.00000028
150814	 99.90	 6.00		 0	 86.86148131	 -10.53314012	 -0.00000840	 -0.00000667
150845	 99.90	 5.60		 2	 87.40210615	 -14.48363569	 -0.00000756	 -0.00001222
150932	 99.90	 5.80		 0	 88.68151907	 -11.77396834	 0.00001890	 0.00001083
150957	 99.90	 3.80		 0	 89.10121080	 -14.16778285	 -0.00001218	 0.00003833
151037	 99.90	 5.00		 2	 90.46013254	 -10.59798407	 -0.00000168	 0.00000000
151093	 99.90	 5.00		 0	 91.24634493	 -16.48433913	 -0.00000168	 -0.00000028
151098	 99.90	 5.80		 0	 91.36246575	 -10.24268422	 0.00000420	 0.00000667
151110	 99.90	 4.70		 0	 91.53896203	 -14.93515810	 -0.00000378	 0.00000500
151142	 99.90	 5.50		 0	 91.92345352	 -19.16593441	 0.00000378	 0.00001500
151178	 99.90	 5.70		 0	 92.39310776	 -14.58423852	 -0.00001344	 0.00001250
151283	 99.90	 5.00		 0	 93.93694596	 -13.71838840	 0.00000336	 -0.00000250
151294	 99.90	 5.90		 0	 94.03220023	 -16.61784178	 -0.00000084	 0.00000222
151322	 99.90	 5.30		 0	 94.42389609	 -16.81581424	 -0.00000336	 0.00000222
151334	 99.90	 5.30		 0	 94.55716325	 -19.96694631	 -0.00000252	 0.00000250
151401	 99.90	 5.50		 2	 95.35279221	 -11.77339022	 -0.00000252	 -0.00000139
151428	 99.90	 2.00		 0	 95.67489258	 -17.95600353	 -0.00000210	 -0.00000056
151458	 99.90	 5.40		 0	 96.04304274	 -11.53021252	 -0.00001554	 -0.00001028
151461	 99.90	 6.00		 2	 96.08562612	 -12.96238521	 -0.00000336	 -0.00000306
151546	 99.90	 5.90		 0	 97.15536793	 -17.46617314	 -0.00000210	 0.00000111
151602	 99.90	 5.30		 0	 97.84592670	 -12.39175743	 0.00001134	 -0.00000444
151694	 99.90	 5.80		 2	 99.09518943	 -18.65994546	 -0.00000336	 0.00000472
151702	 99.90	 4.10		 0	 99.17100209	 -19.25613461	 0.00001848	 -0.00002083
151730	 99.90	 4.60		 0	 99.47249831	 -18.23739008	 -0.00000294	 -0.00000194
151737	 99.90	 5.90		 0	 99.64768137	 -16.87353919	 -0.00000252	 -0.00000639
151751	 99.90	 5.00		 0	 99.81966044	 -14.14568844	 0.00000210	 -0.00000028
151881	 99.90	 -1.60		 1	 101.28719037	 -16.71614763	 -0.00015918	 -0.00033499
151895	 99.90	 5.30		 0	 101.49715312	 -14.79616365	 -0.00000756	 -0.00000472
151911	 99.90	 5.50		 0	 101.66280330	 -10.10734524	 -0.00000084	 0.00000028
151919	 99.90	 5.20		 0	 101.71293656	 -14.42593309	 -0.00000042	 0.00000333
